state,year,gini,bachelors_or_higher_percent,management_percent,income_median,income_mean,population,male_percent,age_median,white_percent,population_density,search_interest
Kansas,2016,45.5,32.8,38.1,54935,7.3385,2907289,49.8,36.5,84.6,0.3555944153972739,46.4
Kentucky,2016,48.13,23.4,33.4,46659,6.4852,4436974,49.1,38.7,87.1,1.123520953063609,45.9
Louisiana,2016,49.9,23.4,33.4,45146,6.5696,4681666,49,36.5,62,1.0834500561594984,43.5
Maine,2016,45.190000000000005,30.1,37.2,53079,7.0392,1331479,48.9,44.5,94.4,0.43166726048973914,76.8
Maryland,2016,44.99,39.3,45.1,78945,10.2402,6016447,48.5,38.5,56.5,6.195344689060843,70.1
Massachusetts,2016,47.86,42.7,45.6,75297,10.1911,6811779,48.5,39.5,78.5,8.731976775229032,74.8
Michigan,2016,46.949999999999996,28.3,35.8,52492,7.2581,9928300,49.2,39.7,78.5,1.753858062408606,63.5
Minnesota,2016,44.96,34.8,40,65599,8.6415,5519952,49.8,37.9,83.3,0.6932273642522294,61.6
Mississippi,2016,48.28,21.8,31.2,41754,5.8974,2988726,48.2,37.2,58.5,0.636922089497475,28.2
Missouri,2016,46.46,28.5,35.6,51746,7.0871,6093000,49.1,38.4,82.3,0.8863010794033288,52.4
Montana,2016,46.67,31,36.3,50027,6.9308,1042520,50.5,40.1,89,0.07162606293597579,54
Nebraska,2016,44.769999999999996,31.4,36.7,56927,7.4586,1907116,49.8,36.3,87.8,0.2482646093951368,49.9
Nevada,2016,45.769999999999996,23.5,28.9,55180,7.3383,2940058,50.1,37.9,66.9,0.2676174802367426,78.4
New Hampshire,2016,43.04,36.6,39.9,70936,9.091,1334795,49.8,42.7,93.4,1.490765849212781,69.7
New Jersey,2016,48.13,38.6,42.1,76126,10.5185,8944469,48.9,39.5,68.1,12.161357677023569,71
New Mexico,2016,47.69,27.2,35.9,46748,6.4515,2081015,49.5,37.7,74,0.17154133650981426,62.7
New York,2016,51.29,35.7,40.3,62909,9.3373,19745289,48.5,38.4,63.5,4.190120690698888,77.5
North Carolina,2016,47.8,30.4,37.1,50584,7.0544,10146788,48.6,38.7,68.9,2.086823301756798,57.7
North Dakota,2016,45.33,29.6,36.1,60656,7.9185,757953,51.5,35,87.2,0.10985740115130196,46.2
Ohio,2016,46.800000000000004,27.5,36,52334,7.1456,11614373,49,39.3,81.6,2.842567518018776,57.7
Oklahoma,2016,46.45,25.2,34.1,49176,6.6547,3923561,49.5,36.4,72.4,0.5719767384059642,44.9
Oregon,2016,45.83,32.7,38.8,57532,7.746,4093465,49.5,39.2,84.4,0.42642051603075976,100
Pennsylvania,2016,46.89,30.8,38,56907,7.8053,12784227,49,40.6,80.9,2.8573080720256767,65.9
Rhode Island,2016,47.81,34.1,39.3,60596,8.1215,1056426,48.4,40.2,80.5,10.217970793623886,64.6
South Carolina,2016,47.349999999999994,27.2,33.9,49501,6.7889,4961119,48.5,39.1,67.4,1.6501690201793473,45.3
South Dakota,2016,44.95,28.9,36.7,54467,7.1385,865454,50.3,36.8,84.7,0.11416330076293413,41.1
Tennessee,2016,47.9,26.1,34.4,48547,6.8104,6651194,48.8,38.6,77.8,1.613090884300193,51.1
Texas,2016,48,28.9,36,56565,8.0346,27862596,49.6,34.5,74.3,1.066436528556351,55.5
Utah,2016,42.63,32.6,37.8,65977,8.4117,3051217,50.4,30.7,86.3,0.37039736849847793,59.9
Vermont,2016,45.39,36.4,40.6,57677,7.5854,624594,49.3,43.1,94.4,0.677635896020702,80.4
Virginia,2016,47.05,38.1,43.5,68114,9.3939,8411808,49.2,38.2,67.8,2.130536284298435,63.1
Washington,2016,45.910000000000004,35.1,40.6,67106,9.0315,7288000,49.9,37.7,75.7,1.0966736586863113,86.1
West Virginia,2016,47.11,20.8,33.8,43385,6.0164,1831102,49.2,42.3,93.1,0.7616531756109315,37
Wisconsin,2016,44.98,29.5,35.9,56811,7.5113,5778709,49.7,39.4,85.5,1.0668287063980495,53.5
Wyoming,2016,43.6,27.1,33,59882,7.5574,585501,50.9,37.2,92,0.06030575018680798,48.4
Alabama,2017,47.68,25.5,34.8,48123,6.6337,4874747,48.4,38.9,68,0.9624921506388301,35.1
Alaska,2017,42.41,28.8,37.4,73181,9.2674,739795,52.1,34.5,64.2,0.012955607156902065,58.5
Arizona,2017,46.68,29.4,36.1,56581,7.7451,7016270,49.7,37.7,77.6,0.6173328784447625,80.8
Arkansas,2017,47.25,23.4,34,45869,6.356,3004279,49.3,38.1,76.3,0.5778258228073421,39.7
California,2017,48.66,33.6,38.7,71805,10.1761,39536653,49.7,36.5,58.6,2.5367011554181,87.8
Colorado,2017,45.53,41.2,41.9,69117,9.2465,5607154,50.3,36.8,84.2,0.5410374529159904,78.7
Connecticut,2017,49.43,38.7,43.6,74168,10.742,3588184,48.8,40.9,75.9,7.409969108793417,67.1
Delaware,2017,48.11,31.5,40.7,62852,8.6577,961939,48.4,40.1,68.8,4.93668138228095,50.9
District of Columbia,2017,52.81,57.3,63.3,82372,12.1095,693972,47.4,34,41,113.53102788861196,74.5
Florida,2017,48.59,29.7,35.2,52594,7.6053,20984400,48.9,42,75.1,3.9111019698639153,66.1
Georgia,2017,48.3,30.9,37.2,56183,7.9157,10429379,48.6,36.8,58.7,1.8069822446748447,59.5
Hawaii,2017,44.55,32.9,34.1,77765,9.8553,1427538,50.2,39.2,25,2.2227207740131503,80.1
Idaho,2017,44.78,26.8,34.6,52225,6.9958,1716943,50.2,36.3,90,0.20774881465001463,54.5
Illinois,2017,48.18,34.4,37.8,62992,8.816,12802023,49.2,38,71.2,2.3061217832965637,63.6
Indiana,2017,44.97,26.8,34.4,54181,7.151,6666818,49.3,37.7,83.7,1.860879166714074,51.2
Iowa,2017,43.81,28.9,35.5,58570,7.5455,3145711,49.7,38.3,90,0.5632081986303098,45.7
Kansas,2017,45.39,33.7,38.9,56422,7.5822,2913123,49.9,36.7,84.5,0.35630797975892753,47
Kentucky,2017,47.839999999999996,24,33.5,48375,6.709,4454189,49.3,38.9,86.9,1.127880098104123,45.9
Louisiana,2017,49.35,23.8,33.4,46145,6.591,4684333,48.9,36.8,61.7,1.0840672640721896,41.8
Maine,2017,45.26,32.1,36.7,56277,7.3598,1335907,49,44.6,94.4,0.43310282397173816,71.9
Maryland,2017,45.300000000000004,39.7,45.9,80776,10.6035,6052177,48.5,38.7,54.9,6.23213711251943,68.9
Massachusetts,2017,48.51,43.4,46.1,77385,10.6641,6859819,48.6,39.5,78.5,8.793558949912327,70.8
Michigan,2017,46.71,29.1,36.7,54909,7.5449,9962311,49.3,39.8,78.4,1.7598661873202806,63.1
Minnesota,2017,45.16,36.1,40.8,68388,9.0915,5576606,49.9,37.9,82.7,0.7003422998702103,62.6
Mississippi,2017,47.9,21.9,32.5,43529,6.0017,2984100,48.5,37.5,58.2,0.6359362508538471,29.4
Missouri,2017,46.18,29.1,36.9,53578,7.2959,6113532,49.1,38.5,82,0.8892877089392403,53.8
Montana,2017,45.39,32.3,35.4,53386,7.0994,1050493,50.1,40,88.6,0.07217384580804398,48.7
Nebraska,2017,43.91,31.7,37.7,59970,7.7235,1920076,50,36.5,87.3,0.24995171670154132,47.9
Nevada,2017,46.06,24.9,28.9,58003,7.8424,2998039,50.2,38,64.6,0.2728951751399066,79.4
New Hampshire,2017,43.86,36.9,41.7,73381,9.478,1342795,49.6,43.2,93.1,1.4997006495332064,70.8
New Jersey,2017,47.94,39.7,42.9,80088,11.012,9005644,48.8,39.8,67.9,12.244534336911586,69.4
New Mexico,2017,47.760000000000005,27.1,37.4,46744,6.4604,2088070,49.5,37.7,75.8,0.1721228912458814,60.2
New York,2017,51.57000000000001,36,40.9,64894,9.7116,19849399,48.6,38.7,63.1,4.212213730973388,77.6
North Carolina,2017,47.63,31.3,37.6,52752,7.4106,10273419,48.7,38.8,68.8,2.112866668536982,57.4
North Dakota,2017,45.46,30.7,37.3,61843,8.0663,755393,51.4,35.4,86.6,0.10948635578708106,39.2
Ohio,2017,46.42,28,36.7,54021,7.3337,11658609,49,39.3,81.3,2.8533940875397548,59.2
Oklahoma,2017,46.58,25.5,35.1,50051,6.802,3930864,49.6,36.6,72.2,0.5730413697754213,43.6
Oregon,2017,45.93,33.7,38.9,60212,8.0144,4142776,49.6,39.3,84.4,0.43155729430197814,100
Pennsylvania,2017,47.77,31.4,38.6,59195,8.1006,12805537,49,40.8,80.7,2.8620709125959256,61.7
Rhode Island,2017,47.22,33.5,38.4,63870,8.5279,1059639,48.4,39.5,81.8,10.24904759423265,70.2
South Carolina,2017,47.949999999999996,28,34,50570,7.0214,5024369,48.5,39.4,67.3,1.671207255812547,46.2
South Dakota,2017,44.879999999999995,28.1,35,56521,7.3458,869666,50.4,36.9,84.7,0.11471891183274659,35.5
Tennessee,2017,48.22,27.3,34.9,51340,7.2008,6715984,48.7,38.6,77.7,1.6288041770403852,54.5
Texas,2017,47.81,29.6,36.4,59206,8.2768,28304596,49.7,34.7,73.9,1.0833540098140884,55.5
Utah,2017,42.25,34.6,39.1,68358,8.6442,3101833,50.4,31,85.7,0.37654181289686683,60.7
Vermont,2017,45.25,38.3,41.1,57513,7.656,623657,49.4,42.6,94.2,0.6766193239201512,76.6
Virginia,2017,46.739999999999995,38.7,44.1,71535,9.7639,8470020,49.2,38.2,67.5,2.145280175050765,64.6
Washington,2017,45.61,35.5,41.4,70979,9.4297,7405743,49.9,37.7,75.4,1.1143912281971102,87.6
West Virginia,2017,46.86,20.2,33.2,43469,5.9557,1815857,49.4,42.4,92.8,0.7553119654204622,34.4
Wisconsin,2017,44.67,30.4,36.8,59305,7.7369,5795483,49.7,39.5,85.3,1.069925416185845,55.4
Wyoming,2017,43.26,27.6,34.5,60434,7.5855,579315,51.1,37.5,91.2,0.059668601197044355,44.7
Alabama,2018,48.59,25.5,35.2,49861,6.9091,4887871,48.5,39.3,67.7,0.9650834127053506,32.4
Alaska,2018,43.22,30.2,37.8,74346,9.608,737438,51.9,34.9,64.4,0.012914330362561987,52.8
Arizona,2018,46.129999999999995,29.7,36.6,59246,8.0477,7171646,49.7,38,78,0.6310037767028446,68.8
Arkansas,2018,48.449999999999996,23.3,33.7,47062,6.6766,3013825,49,38.1,76.5,0.5796618457947273,35.3
California,2018,49.120000000000005,34.2,39.2,75277,10.7384,39557045,49.7,36.7,59.5,2.5380095213529024,83.1
Colorado,2018,45.61,41.7,43,71953,9.6218,5695564,50.3,36.9,84.1,0.549568183695331,73.1
Connecticut,2018,50.13999999999999,39.6,43.4,76348,11.1303,3572665,48.7,41.1,75.2,7.377920777214166,62.3
Delaware,2018,45.87,31.3,38.8,64805,8.4896,967171,48.4,41.1,68.2,4.963532063033154,48
District of Columbia,2018,52.43,60.4,64.7,85203,12.4946,702455,47.6,33.9,42.2,114.91881256807898,82.4
Florida,2018,48.870000000000005,30.4,35.4,55462,7.9968,21299325,48.8,42.2,74.6,3.969798134055381,62.1
Georgia,2018,48.22,31.9,37.6,58756,8.2489,10519475,48.7,36.8,58.3,1.8225921743088358,55.4
Hawaii,2018,44.5,33.5,34.2,80212,10.3162,1420491,50,39.3,24.3,2.2117483772752204,73.9
Idaho,2018,44.54,27.7,35.5,55583,7.3369,1754208,50.3,36.8,89.9,0.2122578516873145,50.8
Illinois,2018,48.52,35.1,39.1,65030,9.1424,12741080,49.2,38.3,71.7,2.2951436761771307,58.3
Indiana,2018,45.11,27.1,34.5,55746,7.3733,6691878,49.3,37.8,82.8,1.8678740527178403,48.3
Iowa,2018,44.13,29,36.3,59955,7.7173,3156145,49.6,38.1,90.2,0.5650763023259476,42.3
Kansas,2018,46.33,33.8,38.2,58218,7.8972,2911510,49.8,37.1,84,0.3561106915663757,43.2
Kentucky,2018,47.870000000000005,24.8,34.8,50247,6.9724,4468402,49.2,39.1,86.7,1.131479083202051,42.3
Louisiana,2018,49.36,24.3,34.4,47905,6.9225,4659978,48.9,37.3,61.7,1.0784309315961513,40.1
Maine,2018,45.16,31.5,37.4,55602,7.3935,1338404,49,45.1,94.3,0.43391235468866485,67.4
Maryland,2018,45.43,40.8,46.2,83242,10.9774,6042718,48.5,38.8,54.7,6.222396851296514,61.3
Massachusetts,2018,48.75,44.5,47.5,79835,11.0501,6902149,48.5,39.5,77.3,8.847821511409911,68.9
Michigan,2018,46.79,29.6,36.5,56697,7.7682,9995915,49.3,39.8,78.3,1.7658024147035365,60.9
Minnesota,2018,45.36,36.7,41.2,70315,9.3047,5611179,49.8,38.2,82.5,0.7046841763329573,56.7
Mississippi,2018,48.28,23.2,32.4,44717,6.1944,2986530,48.4,37.7,58.1,0.636454103837854,27.1
Missouri,2018,46.57,29.5,37.6,54478,7.5013,6126452,49,38.8,82.2,0.8911670803401743,48.9
Montana,2018,45.35,31.7,36.6,55328,7.2648,1062305,50.3,40.1,88.6,0.07298538616736538,43.7
Nebraska,2018,44.879999999999995,32.4,38.1,59566,7.8793,1929268,49.8,36.7,86.4,0.25114831317997266,44.6
Nevada,2018,46.9,24.9,30.4,58646,8.1039,3034392,50.2,38.2,63.4,0.27620419090049575,78.1
New Hampshire,2018,45.300000000000004,36.8,40.5,74991,9.7994,1356458,49.4,43.1,92.4,1.514960171630453,66.9
New Jersey,2018,48.36,40.8,43.4,81740,11.4853,8908520,48.8,40,66.9,12.112479577369879,63.5
New Mexico,2018,48.91,27.7,36,47169,6.6752,2095428,49.6,38.1,76.4,0.17272942274807587,55.2
New York,2018,51.300000000000004,37.2,41.7,67844,10.0422,19542209,48.6,39,63.3,4.147025362498468,75.1
North Carolina,2018,47.82,31.9,38.4,53855,7.6693,10383620,48.7,38.9,68.4,2.1355309850356514,54.4
North Dakota,2018,44.269999999999996,29.7,37.7,63837,8.2435,760077,51.5,35.4,85.7,0.110165252851929,37.8
Ohio,2018,46.67,29,37.3,56111,7.6151,11689442,49,39.5,81,2.860940330826678,53.3
Oklahoma,2018,46.87,25.6,34.4,51924,7.1632,3943079,49.5,36.7,72.2,0.5748220725246914,41.8
Oregon,2018,45.82,34,39.8,63426,8.5235,4190713,49.6,39.6,83.9,0.43655094156095475,100
Pennsylvania,2018,47.47,31.8,38.7,60905,8.3765,12807060,49,40.8,80.1,2.8624113070674646,56
Rhode Island,2018,47,34.4,39.1,64340,8.6601,1057315,48.8,40,80.7,10.226569385513457,61.6
South Carolina,2018,47.620000000000005,28.3,34.6,52306,7.2742000000000004,5084127,48.6,39.7,67,1.6910839812665983,43.5
South Dakota,2018,44.45,29.2,35.3,56274,7.4046,882235,50.5,37.2,84,0.11637690697435935,33.2
Tennessee,2018,47.78,27.5,35.7,52375,7.3456,6770010,48.8,38.9,77.3,1.6419069144008052,48.5
Texas,2018,48.22,30.3,36.6,60629,8.578,28701845,49.6,34.9,73.5,1.0985586535067464,50.1
Utah,2018,42.69,34.9,39,71414,9.1096,3161105,50.4,31,85.7,0.3837370378925462,62.3
Vermont,2018,44.73,38.7,43.5,60782,7.9514,626299,49.2,43.1,94.1,0.6794856883701565,72.6
Virginia,2018,47.54,39.3,44.7,72577,10.0884,8517685,49.2,38.3,67.4,2.157352729725228,58.2
Washington,2018,45.739999999999995,36.7,42,74073,9.9762,7535591,50,37.7,74.8,1.1339303172795885,79.2
West Virginia,2018,47.42,21.3,33.7,44097,6.1707,1805832,49.5,42.8,93,0.7511420321859948,30.6
Wisconsin,2018,44.83,30,36.4,60773,7.9656,5813568,49.7,39.6,85.3,1.0732641545018267,52.5
Wyoming,2018,45.550000000000004,26.9,35.2,61584,8.1935,577737,50.6,38.5,91.5,0.05950606949548486,42.7
Alabama,2019,47.410000000000004,26.3,35.9,51734,7.1478,4903185,48.3,39.4,67.8,0.9681070783017155,35.1
Alaska,2019,43.76,30.2,38.3,75463,9.8504,731545,52,35,64.2,0.012811129620497463,51.5
Arizona,2019,45.910000000000004,30.2,37.9,62055,8.4438,7278717,49.7,38.3,78.3,0.6404245157319811,69.7
Arkansas,2019,47.5,23.3,33.9,48952,6.8219,3017804,48.9,38.8,76.7,0.5804271438742168,37.7
California,2019,48.66,35,40.7,80440,11.3563,39512223,49.7,37,59.4,2.535133708390481,83.9
Colorado,2019,45.48,42.7,45.1,77127,10.3518,5758736,50.4,37.1,83.7,0.5556636856158435,74.5
Connecticut,2019,50.239999999999995,39.8,44.7,78833,11.463,3565287,48.9,41.2,74.6,7.36268444817288,63.3
Delaware,2019,45.09,33.2,40.5,70176,9.2445,973764,48.3,41.4,67.7,4.997367410548306,53.1
District of Columbia,2019,51.15,59.7,67.8,92266,13.5369,705749,47.4,34.3,42.5,115.45769771887049,83.1
Florida,2019,48.08,30.7,36.5,59227,8.3883,21477737,48.9,42.4,74.5,4.003050813409919,59.4
Georgia,2019,47.949999999999996,32.5,39.1,61980,8.6468,10617423,48.7,37.2,57.8,1.839562532457812,61.9
Hawaii,2019,43.97,33.6,36.1,83102,10.6247,1415872,50,39.6,24.1,2.20455645155754,78.4
Idaho,2019,43.37,28.7,35.5,60999,7.8975,1787065,50.3,36.9,89.4,0.21623352403226456,50.5
Illinois,2019,48,35.8,40.7,69187,9.5725,12671821,49.1,38.6,71.4,2.2826675473192672,57.1
Indiana,2019,45.839999999999996,26.9,35.1,57603,7.8064,6732219,49.3,38,82.8,1.8791342560808857,46.4
Iowa,2019,44.22,29.3,37.8,61691,8.0267,3155070,49.8,38.5,89.9,0.5648838342913673,39.5
Kansas,2019,45,34,40,62087,8.227,2913314,49.6,37.2,83.6,0.3563313412250016,42.7
Kentucky,2019,47.64,25.1,36.2,52295,7.2215,4467673,49.2,39.2,86.7,1.1312944873998705,40.8
Louisiana,2019,49.78,25,35.4,51073,7.2658,4648794,48.8,37.7,61.8,1.0758426851411311,38.5
Maine,2019,44.9,33.2,40.1,58924,7.8303,1344212,48.8,45.1,94,0.43579531600380716,67.9
Maryland,2019,45.58,40.9,48,86738,11.4089,6045680,48.4,39,54.5,6.225446925695739,64.9
Massachusetts,2019,48.03,45,48.4,85843,11.7482,6892503,48.5,39.7,77,8.835456364511595,68.1
Michigan,2019,46.339999999999996,30,37.7,59584,8.0681,9986857,49.2,39.8,78.2,1.7642022972283096,59.1
Minnesota,2019,44.34,37.3,42.8,74593,9.6995,5639632,49.7,38.4,82.1,0.7082574679476431,54.8
Mississippi,2019,48.96,22.3,32.8,45792,6.5081,2976149,48.2,38.3,58,0.6342418273658478,30
Missouri,2019,46.33,30.2,38.4,57409,7.7885,6137428,49,38.9,81.8,0.8927636732578718,48.2
Montana,2019,45.97,33.6,39.1,57153,7.732,1068778,50.3,40.5,88,0.07343011193318721,45.3
Nebraska,2019,44,33.2,40,63229,8.2539,1934408,50,36.8,86.2,0.2518174282690868,43.4
Nevada,2019,47.099999999999994,25.7,30.4,63276,8.6946,3080156,50.2,38.4,64.6,0.2803698387773588,78.4
New Hampshire,2019,44.06,37.6,42.5,77933,10.0882,1359711,49.5,43,92.6,1.5185932848107462,66.7
New Jersey,2019,47.82,41.2,44.9,85751,11.9301,8882190,48.9,40.2,67.1,12.07667996225175,65.6
New Mexico,2019,47.68,27.7,37.6,51945,7.1591,2096829,49.4,38.6,73.9,0.1728449093795755,54.8
New York,2019,51.49,37.8,43.1,72108,10.7355,19453561,48.6,39.2,63.2,4.1282134920320965,73.1
North Carolina,2019,47.43,32.3,39.3,57341,8.0037,10488084,48.6,39.1,68.1,2.1570154103921997,54.5
North Dakota,2019,45.58,30.4,38.3,64577,8.5551,762062,51,35.5,85.8,0.1104529579487956,34.3
Ohio,2019,46.51,29.3,38.1,58642,7.9505,11689100,49,39.6,80.9,2.860856627807052,53.3
Oklahoma,2019,47.39,26.2,36.2,54449,7.5537,3956971,49.6,37,72.4,0.5768472483407258,39.9
Oregon,2019,45,34.5,40.4,67058,8.8449,4217737,49.5,39.7,83.5,0.439366059810461,100
Pennsylvania,2019,47.449999999999996,32.3,40.3,63463,8.7789,12801989,49,40.8,79.6,2.8612779253437792,59
Rhode Island,2019,46.28,34.8,42.2,71169,9.2553,1059361,48.8,40.1,78.7,10.246358720728374,62.4
South Carolina,2019,47.47,29.6,36.9,56227,7.8188,5148714,48.3,39.9,66.7,1.7125669302759496,44.4
South Dakota,2019,43.6,29.7,39.2,59533,7.765,884659,50.8,37.7,84.1,0.11669666035356765,32.1
Tennessee,2019,47.49,28.7,36.2,56071,7.8035,6829174,48.7,39,77.2,1.6562557529820792,48.4
Texas,2019,47.53,30.8,37.6,64034,8.9681,28995881,49.6,35.1,73.4,1.1098128356766561,50.6
Utah,2019,42.68,34.8,40.4,75780,9.6415,3205958,50.2,31.2,87.3,0.3891818925748786,62.9
Vermont,2019,44.71,38.7,42.9,63001,8.3015,623989,49.5,42.8,93.8,0.6769795180902503,71
Virginia,2019,46.9,39.6,45.4,76456,10.5091,8535519,49.2,38.5,67,2.161869711579091,59.4
Washington,2019,45.769999999999996,37,43.3,78687,10.5775,7614893,50,37.9,74.2,1.1458634147660238,79.6
West Virginia,2019,46.44,21.1,33.3,48850,6.5842,1792147,49.4,42.9,93.1,0.7454497093616871,30.5
Wisconsin,2019,43.91,31.3,37.9,64168,8.2899,5822434,49.7,39.9,85.2,1.0749009393461448,49.3
Wyoming,2019,43.45,29.1,36.3,65003,8.3155,578759,51.1,38.1,90.9,0.05961133400688778,40.9
